brand,name,model_number,category,sub_category,price_inr,price_usd,warranty,description,full_specifications,unit_of_measure,min_order_quantity,lead_time_days,gst_rate,image_url,needs_review,source_file,data_quality_score
Extron,Extron 42-141-23 - Full-Range Flat FieldÂ® Speakers,42-141-23,Audio,Loudspeaker / Speaker,38160.0,457.01,Not Specified,"Full-Range Flat FieldÂ® Speakers with 600 x 600 mm Low Profile Enclosure and 70/100V Transformer, Pair","Full-Range Flat FieldÂ® Speakers with 600 x 600 mm Low Profile Enclosure and 70/100V Transformer, Pair",pair,1,21,18,,False,Extron.csv,100
Extron,Extron 70-1155-12 - One-gang Mounting Kit for Flex55 and European Junction Boxes - Black,70-1155-12,Mounts,Component / Rack Mount,3000.0,35.93,Not Specified,One-gang Mounting Kit for Flex55 and European Junction Boxes - Black,One-gang Mounting Kit for Flex55 and European Junction Boxes - Black,set,1,7,18,,False,Extron.csv,100
Extron,Extron 70-1155-13 - One-gang Mounting Kit for Flex55 and European Junction Boxes - White,70-1155-13,Mounts,Component / Rack Mount,3120.0,37.37,Not Specified,One-gang Mounting Kit for Flex55 and European Junction Boxes - White,One-gang Mounting Kit for Flex55 and European Junction Boxes - White,set,1,7,18,,False,Extron.csv,100
Extron,Extron 70-1155-22 - Two-gang Mounting Kit for Flex55 and European Junction Boxes - Black,70-1155-22,Mounts,Component / Rack Mount,3720.0,44.55,Not Specified,Two-gang Mounting Kit for Flex55 and European Junction Boxes - Black,Two-gang Mounting Kit for Flex55 and European Junction Boxes - Black,set,1,7,18,,False,Extron.csv,100
Extron,Extron 70-1155-23 - Two-gang Mounting Kit for Flex55 and European Junction Boxes - White,70-1155-23,Mounts,Component / Rack Mount,3720.0,44.55,Not Specified,Two-gang Mounting Kit for Flex55 and European Junction Boxes - White,Two-gang Mounting Kit for Flex55 and European Junction Boxes - White,set,1,7,18,,False,Extron.csv,100
Extron,Extron 70-1155-32 - Three-gang Mounting Kit for Flex55 and European Junction Boxes - Black,70-1155-32,Mounts,Component / Rack Mount,4680.0,56.05,Not Specified,Three-gang Mounting Kit for Flex55 and European Junction Boxes - Black,Three-gang Mounting Kit for Flex55 and European Junction Boxes - Black,set,1,7,18,,False,Extron.csv,100
Extron,Extron 70-1155-33 - Three-gang Mounting Kit for Flex55 and European Junction Boxes - White,70-1155-33,Mounts,Component / Rack Mount,4680.0,56.05,Not Specified,Three-gang Mounting Kit for Flex55 and European Junction Boxes - White,Three-gang Mounting Kit for Flex55 and European Junction Boxes - White,set,1,7,18,,False,Extron.csv,100
Extron,Extron 70-1155-42 - Four-gang Mounting Kit for Flex55 and European Junction Boxes - Black,70-1155-42,Mounts,Component / Rack Mount,5280.0,63.23,Not Specified,Four-gang Mounting Kit for Flex55 and European Junction Boxes - Black,Four-gang Mounting Kit for Flex55 and European Junction Boxes - Black,set,1,7,18,,False,Extron.csv,100
Extron,Extron 70-1155-43 - Four-gang Mounting Kit for Flex55 and European Junction Boxes - White,70-1155-43,Mounts,Component / Rack Mount,5280.0,63.23,Not Specified,Four-gang Mounting Kit for Flex55 and European Junction Boxes - White,Four-gang Mounting Kit for Flex55 and European Junction Boxes - White,set,1,7,18,,False,Extron.csv,100
Extron,Extron 70-1342-22 - Two-gang Mounting Kit for Flex55 and European Junction Boxes - Black,70-1342-22,Mounts,Component / Rack Mount,3720.0,44.55,Not Specified,Two-gang Mounting Kit for Flex55 and European Junction Boxes - Black,Two-gang Mounting Kit for Flex55 and European Junction Boxes - Black,set,1,7,18,,False,Extron.csv,100
Extron,Extron 70-1342-23 - Two-gang,70-1342-23,Mounts,Component / Rack Mount,3720.0,44.55,Not Specified,"Two-gang, Single-opening Mounting Kit for Flex55 and European Junction Boxes - White","Two-gang, Single-opening Mounting Kit for Flex55 and European Junction Boxes - White",set,1,7,18,,False,Extron.csv,100
Extron,Extron 60-1692-52 - AC Module,60-1692-52,General AV,Needs Classification,8160.0,97.72,Not Specified,"AC Module, Australia: Black","AC Module, Australia: Black",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1692-22 - AC Module,60-1692-22,General AV,Needs Classification,8160.0,97.72,Not Specified,"AC Module, Central Europe: Black","AC Module, Central Europe: Black",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1692-23 - AC Module,60-1692-23,General AV,Needs Classification,8160.0,97.72,Not Specified,"AC Module, Central Europe: White","AC Module, Central Europe: White",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1692-12 - AC Module,60-1692-12,General AV,Needs Classification,8160.0,97.72,Not Specified,"AC Module, Multi-Region: Black","AC Module, Multi-Region: Black",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1692-13 - AC Module,60-1692-13,General AV,Needs Classification,8160.0,97.72,Not Specified,"AC Module, Multi-Region: White","AC Module, Multi-Region: White",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1692-42 - AC Module,60-1692-42,General AV,Needs Classification,9000.0,107.78,Not Specified,"AC Module, Swiss: Black","AC Module, Swiss: Black",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1692-32 - AC Module,60-1692-32,General AV,Needs Classification,9000.0,107.78,Not Specified,"AC Module, UK: Black","AC Module, UK: Black",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1692-02 - AC Module,60-1692-02,General AV,Needs Classification,8160.0,97.72,Not Specified,"AC Module, US: Black","AC Module, US: Black",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1692-03 - AC Module,60-1692-03,General AV,Needs Classification,8160.0,97.72,Not Specified,"AC Module, US: White","AC Module, US: White",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1945-02 - US Outlet,60-1945-02,General AV,Needs Classification,26160.0,313.29,Not Specified,"US Outlet, USB Type-A and USB Type-C Module; Black","US Outlet, USB Type-A and USB Type-C Module; Black",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1945-03 - US Outlet,60-1945-03,General AV,Needs Classification,26160.0,313.29,Not Specified,"US Outlet, USB Type-A and USB Type-C Module; White","US Outlet, USB Type-A and USB Type-C Module; White",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 70-1143-52 - Black: HDMI and Audio,70-1143-52,Cables & Connectivity,AV Cable,8160.0,97.72,Not Specified,Black: HDMI and Audio,Black: HDMI and Audio,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 70-1143-53 - White: HDMI and Audio,70-1143-53,Cables & Connectivity,AV Cable,8160.0,97.72,Not Specified,White: HDMI and Audio,White: HDMI and Audio,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 70-1143-72 - Black; HDMI,70-1143-72,Cables & Connectivity,AV Cable,14040.0,168.14,Not Specified,"Black; HDMI, USB 2, and USB-C","Black; HDMI, USB 2, and USB-C",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 70-1143-73 - White: HDMI,70-1143-73,Cables & Connectivity,AV Cable,14040.0,168.14,Not Specified,"White: HDMI, USB 2, and USB-C","White: HDMI, USB 2, and USB-C",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 70-1239-72 - Black: HDMI,70-1239-72,Cables & Connectivity,AV Cable,14040.0,168.14,Not Specified,"Black: HDMI, USB 3, and USB-C","Black: HDMI, USB 3, and USB-C",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 70-1239-73 - White: HDMI,70-1239-73,Cables & Connectivity,AV Cable,14040.0,168.14,Not Specified,"White: HDMI, USB 3, and USB-C","White: HDMI, USB 3, and USB-C",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-1786-02 - One USB-CÂ® & One USB-A,60-1786-02,Cables & Connectivity,AV Cable,29280.0,350.66,Not Specified,"One USB-CÂ® & One USB-A, Black","One USB-CÂ® & One USB-A, Black",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-1786-03 - One USB-C & One USB-A,60-1786-03,Cables & Connectivity,AV Cable,29280.0,350.66,Not Specified,"One USB-C & One USB-A, White","One USB-C & One USB-A, White",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-1693-02 - Two USB Outlets,60-1693-02,General AV,Needs Classification,14040.0,168.14,Not Specified,"Two USB Outlets, Black","Two USB Outlets, Black",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1693-03 - Two USB Outlets,60-1693-03,General AV,Needs Classification,14040.0,168.14,Not Specified,"Two USB Outlets, White","Two USB Outlets, White",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 70-228-02 - Conduit Kit for Hard Wired Electrical Environments,70-228-02,General AV,Needs Classification,8160.0,97.72,Not Specified,Conduit Kit for Hard Wired Electrical Environments,Conduit Kit for Hard Wired Electrical Environments,set,1,14,18,,True,Extron.csv,70
Extron,Extron 70-1187-01 - Full Rack Width,70-1187-01,Mounts,Component / Rack Mount,11880.0,142.28,Not Specified,"Full Rack Width, 2U Flex55 and EU Mounting Kit - Black","Full Rack Width, 2U Flex55 and EU Mounting Kit - Black",set,1,7,18,,False,Extron.csv,100
Extron,Extron 70-452-11 - Triple Space AAP - Black: Four RJ-45 Female to Female Barrels - CAT 5e,70-452-11,Cables & Connectivity,Wall & Table Plate Module,8160.0,97.72,Not Specified,Triple Space AAP - Black: Four RJ-45 Female to Female Barrels - CAT 5e,Triple Space AAP - Black: Four RJ-45 Female to Female Barrels - CAT 5e,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-1462-21 - Extender for DisplayPort,60-1462-21,Displays,Professional Display,393120.0,4708.02,Not Specified,"Extender for DisplayPort, Multi-Channel Audio, and RS-232","Extender for DisplayPort, Multi-Channel Audio, and RS-232",piece,1,14,18,,False,Extron.csv,100
Extron,Extron 60-1462-22 - Extender for DisplayPort,60-1462-22,Displays,Professional Display,488400.0,5849.1,Not Specified,"Extender for DisplayPort, Multi-Channel Audio, and RS-232","Extender for DisplayPort, Multi-Channel Audio, and RS-232",piece,1,14,18,,False,Extron.csv,100
Extron,Extron 60-1462-11 - Extender for DisplayPort,60-1462-11,Displays,Professional Display,393120.0,4708.02,Not Specified,"Extender for DisplayPort, Multi-Channel Audio, and RS-232","Extender for DisplayPort, Multi-Channel Audio, and RS-232",piece,1,14,18,,False,Extron.csv,100
Extron,Extron 60-1462-12 - Extender for DisplayPort,60-1462-12,Displays,Professional Display,488400.0,5849.1,Not Specified,"Extender for DisplayPort, Multi-Channel Audio, and RS-232","Extender for DisplayPort, Multi-Channel Audio, and RS-232",piece,1,14,18,,False,Extron.csv,100
Extron,Extron 60-1351-11 - Extender for HDMI,60-1351-11,Signal Management,Extender (TX/RX),393120.0,4708.02,Not Specified,"Extender for HDMI, Multi-Channel Audio, and RS-232","Extender for HDMI, Multi-Channel Audio, and RS-232",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1351-12 - Extender for HDMI,60-1351-12,Signal Management,Extender (TX/RX),488400.0,5849.1,Not Specified,"Extender for HDMI, Multi-Channel Audio, and RS-232","Extender for HDMI, Multi-Channel Audio, and RS-232",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1526-21 - Fiber Optic Receiver for USB - Multimode,60-1526-21,Signal Management,Extender (TX/RX),88440.0,1059.16,Not Specified,Fiber Optic Receiver for USB - Multimode,Fiber Optic Receiver for USB - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1526-22 - Fiber Optic Receiver for USB - Singlemode,60-1526-22,Signal Management,Extender (TX/RX),110760.0,1326.47,Not Specified,Fiber Optic Receiver for USB - Singlemode,Fiber Optic Receiver for USB - Singlemode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1474-21 - Fiber Optic Receiver for USB - Multimode,60-1474-21,Signal Management,Extender (TX/RX),78240.0,937.01,Not Specified,Fiber Optic Receiver for USB - Multimode,Fiber Optic Receiver for USB - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1474-22 - Fiber Optic Receiver for USB - Singlemode,60-1474-22,Signal Management,Extender (TX/RX),96120.0,1151.14,Not Specified,Fiber Optic Receiver for USB - Singlemode,Fiber Optic Receiver for USB - Singlemode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-941-21 - Fiber Optic Receiver for Video,60-941-21,Signal Management,Extender (TX/RX),113400.0,1358.08,Not Specified,"Fiber Optic Receiver for Video, Audio, and RS-232 - 850 nm Multimode","Fiber Optic Receiver for Video, Audio, and RS-232 - 850 nm Multimode",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-941-22 - Fiber Optic Receiver for Video,60-941-22,Signal Management,Extender (TX/RX),139200.0,1667.07,Not Specified,"Fiber Optic Receiver for Video, Audio, and RS-232 - 1310 nm Singlemode","Fiber Optic Receiver for Video, Audio, and RS-232 - 1310 nm Singlemode",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1526-11 - Fiber Optic Transmitter for USB - Multimode,60-1526-11,Signal Management,Extender (TX/RX),88440.0,1059.16,Not Specified,Fiber Optic Transmitter for USB - Multimode,Fiber Optic Transmitter for USB - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1526-12 - Fiber Optic Transmitter for USB - Singlemode,60-1526-12,Signal Management,Extender (TX/RX),110760.0,1326.47,Not Specified,Fiber Optic Transmitter for USB - Singlemode,Fiber Optic Transmitter for USB - Singlemode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1474-11 - Fiber Optic Transmitter for USB - Multimode,60-1474-11,Signal Management,Extender (TX/RX),78240.0,937.01,Not Specified,Fiber Optic Transmitter for USB - Multimode,Fiber Optic Transmitter for USB - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1474-12 - Fiber Optic Transmitter for USB - Singlemode,60-1474-12,Signal Management,Extender (TX/RX),96120.0,1151.14,Not Specified,Fiber Optic Transmitter for USB - Singlemode,Fiber Optic Transmitter for USB - Singlemode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1230-11 - Three Input Transmitter for HDMI,60-1230-11,Signal Management,Extender (TX/RX),279000.0,3341.32,Not Specified,"Three Input Transmitter for HDMI, VGA, Audio, and RS-232 with Local HDMI Output - Multimode","Three Input Transmitter for HDMI, VGA, Audio, and RS-232 with Local HDMI Output - Multimode",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1230-12 - Three Input Transmitter for HDMI,60-1230-12,Signal Management,Extender (TX/RX),348600.0,4174.85,Not Specified,"Three Input Transmitter for HDMI, VGA, Audio, and RS-232 with Local HDMI Output - Singlemode","Three Input Transmitter for HDMI, VGA, Audio, and RS-232 with Local HDMI Output - Singlemode",piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1957-21 - Lossless 4K/60 Receiver - Multimode,60-1957-21,Signal Management,Extender (TX/RX),173880.0,2082.4,Not Specified,Lossless 4K/60 Receiver - Multimode,Lossless 4K/60 Receiver - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1957-22 - Lossless 4K/60 Receiver - Singlemode,60-1957-22,Signal Management,Extender (TX/RX),207960.0,2490.54,Not Specified,Lossless 4K/60 Receiver - Singlemode,Lossless 4K/60 Receiver - Singlemode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1523-21 - Lossless 4K/60 Receiver - Multimode,60-1523-21,Signal Management,Extender (TX/RX),366000.0,4383.23,Not Specified,Lossless 4K/60 Receiver - Multimode,Lossless 4K/60 Receiver - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1523-23 - Uncompressed 4K/60 Receiver - Multimode,60-1523-23,Signal Management,Extender (TX/RX),523200.0,6265.87,Not Specified,Uncompressed 4K/60 Receiver - Multimode,Uncompressed 4K/60 Receiver - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1523-24 - Uncompressed 4K/60 Receiver - Singlemode,60-1523-24,Signal Management,Extender (TX/RX),591960.0,7089.34,Not Specified,Uncompressed 4K/60 Receiver - Singlemode,Uncompressed 4K/60 Receiver - Singlemode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1600-21 - Lossless 4K/60 Scaling Receiver - Multimode,60-1600-21,Signal Management,Extender (TX/RX),331200.0,3966.47,Not Specified,Lossless 4K/60 Scaling Receiver - Multimode,Lossless 4K/60 Scaling Receiver - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1600-23 - Uncompressed 4K/60 Scaling Receiver - Multimode,60-1600-23,Signal Management,Extender (TX/RX),488400.0,5849.1,Not Specified,Uncompressed 4K/60 Scaling Receiver - Multimode,Uncompressed 4K/60 Scaling Receiver - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 70-1224-21 - Lossless 4K/60 Scaling Receiver - Multimode,70-1224-21,Signal Management,Extender (TX/RX),256320.0,3069.7,Not Specified,Lossless 4K/60 Scaling Receiver - Multimode,Lossless 4K/60 Scaling Receiver - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 70-1224-23 - Uncompressed 4K/60 Scaling Receiver - Multimode,70-1224-23,Signal Management,Extender (TX/RX),396960.0,4754.01,Not Specified,Uncompressed 4K/60 Scaling Receiver - Multimode,Uncompressed 4K/60 Scaling Receiver - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 70-1224-22 - Lossless 4K/60 Scaling Receiver - Singlemode,70-1224-22,Signal Management,Extender (TX/RX),286560.0,3431.86,Not Specified,Lossless 4K/60 Scaling Receiver - Singlemode,Lossless 4K/60 Scaling Receiver - Singlemode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 70-1224-24 - Uncompressed 4K/60 Scaling Receiver - Singlemode,70-1224-24,Signal Management,Extender (TX/RX),427200.0,5116.17,Not Specified,Uncompressed 4K/60 Scaling Receiver - Singlemode,Uncompressed 4K/60 Scaling Receiver - Singlemode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1600-22 - Lossless 4K/60 Scaling Receiver - Singlemode,60-1600-22,Signal Management,Extender (TX/RX),365160.0,4373.17,Not Specified,Lossless 4K/60 Scaling Receiver - Singlemode,Lossless 4K/60 Scaling Receiver - Singlemode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1600-24 - Uncompressed 4K/60 Scaling Receiver - Singlemode,60-1600-24,Signal Management,Extender (TX/RX),556440.0,6663.95,Not Specified,Uncompressed 4K/60 Scaling Receiver - Singlemode,Uncompressed 4K/60 Scaling Receiver - Singlemode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1749-21 - Lossless 4K/60 Scaling Receiver - Multimode,60-1749-21,Signal Management,Extender (TX/RX),407520.0,4880.48,Not Specified,Lossless 4K/60 Scaling Receiver - Multimode,Lossless 4K/60 Scaling Receiver - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1749-23 - Uncompressed 4K/60 Scaling Receiver - Multimode,60-1749-23,Signal Management,Extender (TX/RX),564840.0,6764.55,Not Specified,Uncompressed 4K/60 Scaling Receiver - Multimode,Uncompressed 4K/60 Scaling Receiver - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 70-1190-21 - Lossless 4K/60 Scaling Receiver - Multimode,70-1190-21,Signal Management,Extender (TX/RX),309240.0,3703.47,Not Specified,Lossless 4K/60 Scaling Receiver - Multimode,Lossless 4K/60 Scaling Receiver - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 70-1190-23 - Uncompressed 4K/60 Scaling Receiver - Multimode,70-1190-23,Signal Management,Extender (TX/RX),449880.0,5387.78,Not Specified,Uncompressed 4K/60 Scaling Receiver - Multimode,Uncompressed 4K/60 Scaling Receiver - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 70-1190-22 - Lossless 4K/60 Scaling Receiver - Singlemode,70-1190-22,Signal Management,Extender (TX/RX),339480.0,4065.63,Not Specified,Lossless 4K/60 Scaling Receiver - Singlemode,Lossless 4K/60 Scaling Receiver - Singlemode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 70-1190-24 - Uncompressed 4K/60 Scaling Receiver - Singlemode,70-1190-24,Signal Management,Extender (TX/RX),510360.0,6112.1,Not Specified,Uncompressed 4K/60 Scaling Receiver - Singlemode,Uncompressed 4K/60 Scaling Receiver - Singlemode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1749-22 - Lossless 4K/60 Scaling Receiver - Singlemode,60-1749-22,Signal Management,Extender (TX/RX),441600.0,5288.62,Not Specified,Lossless 4K/60 Scaling Receiver - Singlemode,Lossless 4K/60 Scaling Receiver - Singlemode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1749-24 - Uncompressed 4K/60 Scaling Receiver - Singlemode,60-1749-24,Signal Management,Extender (TX/RX),632880.0,7579.4,Not Specified,Uncompressed 4K/60 Scaling Receiver - Singlemode,Uncompressed 4K/60 Scaling Receiver - Singlemode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1732-21 - Lossless 4K/60 Scaling Receiver - Multimode,60-1732-21,Signal Management,Extender (TX/RX),377280.0,4518.32,Not Specified,Lossless 4K/60 Scaling Receiver - Multimode,Lossless 4K/60 Scaling Receiver - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1732-23 - Uncompressed 4K/60 Scaling Receiver - Multimode,60-1732-23,Signal Management,Extender (TX/RX),534600.0,6402.4,Not Specified,Uncompressed 4K/60 Scaling Receiver - Multimode,Uncompressed 4K/60 Scaling Receiver - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 70-1223-21 - Lossless 4K/60 Scaling Receiver - Multimode,70-1223-21,Signal Management,Extender (TX/RX),279000.0,3341.32,Not Specified,Lossless 4K/60 Scaling Receiver - Multimode,Lossless 4K/60 Scaling Receiver - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 70-1223-23 - Uncompressed 4K/60 Scaling Receiver - Multimode,70-1223-23,Signal Management,Extender (TX/RX),419640.0,5025.63,Not Specified,Uncompressed 4K/60 Scaling Receiver - Multimode,Uncompressed 4K/60 Scaling Receiver - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 70-1223-22 - Lossless 4K/60 Scaling Receiver - Singlemode,70-1223-22,Signal Management,Extender (TX/RX),309240.0,3703.47,Not Specified,Lossless 4K/60 Scaling Receiver - Singlemode,Lossless 4K/60 Scaling Receiver - Singlemode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 70-1223-24 - Uncompressed 4K/60 Scaling Receiver - Singlemode,70-1223-24,Signal Management,Extender (TX/RX),480120.0,5749.94,Not Specified,Uncompressed 4K/60 Scaling Receiver - Singlemode,Uncompressed 4K/60 Scaling Receiver - Singlemode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1732-22 - Lossless 4K/60 Scaling Receiver - Singlemode,60-1732-22,Signal Management,Extender (TX/RX),411360.0,4926.47,Not Specified,Lossless 4K/60 Scaling Receiver - Singlemode,Lossless 4K/60 Scaling Receiver - Singlemode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1732-24 - Uncompressed 4K/60 Scaling Receiver - Singlemode,60-1732-24,Signal Management,Extender (TX/RX),602640.0,7217.25,Not Specified,Uncompressed 4K/60 Scaling Receiver - Singlemode,Uncompressed 4K/60 Scaling Receiver - Singlemode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1777-21 - Fiber Optic Scaling Receiver for DisplayPort,60-1777-21,Displays,Professional Display,407520.0,4880.48,Not Specified,"Fiber Optic Scaling Receiver for DisplayPort, USB, Audio, Control, and 3D Sync","Fiber Optic Scaling Receiver for DisplayPort, USB, Audio, Control, and 3D Sync",piece,1,14,18,,False,Extron.csv,100
Extron,Extron 60-1777-23 - Fiber Optic Scaling Receiver for DisplayPort,60-1777-23,Displays,Professional Display,564840.0,6764.55,Not Specified,"Fiber Optic Scaling Receiver for DisplayPort, USB, Audio, Control, and 3D Sync","Fiber Optic Scaling Receiver for DisplayPort, USB, Audio, Control, and 3D Sync",piece,1,14,18,,False,Extron.csv,100
Extron,Extron 60-1777-22 - Fiber Optic Scaling Receiver for DisplayPort,60-1777-22,Displays,Professional Display,441600.0,5288.62,Not Specified,"Fiber Optic Scaling Receiver for DisplayPort, USB, Audio, Control, and 3D Sync","Fiber Optic Scaling Receiver for DisplayPort, USB, Audio, Control, and 3D Sync",piece,1,14,18,,False,Extron.csv,100
Extron,Extron 60-1777-24 - Fiber Optic Scaling Receiver for DisplayPort,60-1777-24,Displays,Professional Display,632880.0,7579.4,Not Specified,"Fiber Optic Scaling Receiver for DisplayPort, USB, Audio, Control, and 3D Sync","Fiber Optic Scaling Receiver for DisplayPort, USB, Audio, Control, and 3D Sync",piece,1,14,18,,False,Extron.csv,100
Extron,Extron 60-1778-21 - Fiber Optic Scaling Receiver for DisplayPort,60-1778-21,Displays,Professional Display,377280.0,4518.32,Not Specified,"Fiber Optic Scaling Receiver for DisplayPort, USB HID, Audio, Control, and 3D Sync","Fiber Optic Scaling Receiver for DisplayPort, USB HID, Audio, Control, and 3D Sync",piece,1,14,18,,False,Extron.csv,100
Extron,Extron 60-1778-23 - Fiber Optic Scaling Receiver for DisplayPort,60-1778-23,Displays,Professional Display,534600.0,6402.4,Not Specified,"Fiber Optic Scaling Receiver for DisplayPort, USB HID, Audio, Control, and 3D Sync","Fiber Optic Scaling Receiver for DisplayPort, USB HID, Audio, Control, and 3D Sync",piece,1,14,18,,False,Extron.csv,100
Extron,Extron 60-1778-22 - Fiber Optic Scaling Receiver for DisplayPort,60-1778-22,Displays,Professional Display,411360.0,4926.47,Not Specified,"Fiber Optic Scaling Receiver for DisplayPort, USB HID, Audio, Control, and 3D Sync","Fiber Optic Scaling Receiver for DisplayPort, USB HID, Audio, Control, and 3D Sync",piece,1,14,18,,False,Extron.csv,100
Extron,Extron 60-1778-24 - Fiber Optic Scaling Receiver for DisplayPort,60-1778-24,Displays,Professional Display,602640.0,7217.25,Not Specified,"Fiber Optic Scaling Receiver for DisplayPort, USB HID, Audio, Control, and 3D Sync","Fiber Optic Scaling Receiver for DisplayPort, USB HID, Audio, Control, and 3D Sync",piece,1,14,18,,False,Extron.csv,100
Extron,Extron 60-1957-11 - Lossless 4K/60 Transmitter - Multimode,60-1957-11,Signal Management,Extender (TX/RX),173880.0,2082.4,Not Specified,Lossless 4K/60 Transmitter - Multimode,Lossless 4K/60 Transmitter - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1957-12 - Lossless 4K/60 Transmitter - Singlemode,60-1957-12,Signal Management,Extender (TX/RX),207960.0,2490.54,Not Specified,Lossless 4K/60 Transmitter - Singlemode,Lossless 4K/60 Transmitter - Singlemode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1600-11 - Lossless 4K/60 Transmitter - Multimode,60-1600-11,Signal Management,Extender (TX/RX),331200.0,3966.47,Not Specified,Lossless 4K/60 Transmitter - Multimode,Lossless 4K/60 Transmitter - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 60-1600-13 - Uncompressed 4K/60 Transmitter - Multimode,60-1600-13,Signal Management,Extender (TX/RX),488400.0,5849.1,Not Specified,Uncompressed 4K/60 Transmitter - Multimode,Uncompressed 4K/60 Transmitter - Multimode,piece,1,21,18,,False,Extron.csv,100
Extron,Extron 70-1224-11 - PowerCage Fiber Optic Transmitter for HDMI,70-1224-11,Signal Management,Extender (TX/RX),271440.0,3250.78,Not Specified,"PowerCage Fiber Optic Transmitter for HDMI, Audio, and RS-232","PowerCage Fiber Optic Transmitter for HDMI, Audio, and RS-232",piece,1,21,18,,False,Extron.csv,100
